character_mal_id,nickname
263688,Samurai-boy
263687,Rikoteya
263678,Heiko
263676,Masa
263668,Pikarun
263609,Haru
263609,Professor
263594,Man in Castle
263577,Atrazek the Particle Storm
263575,Toroa the Awful
263558,Elgite the Dark Haze
263557,Miluzi the Coffin Edict
263552,Enya
263523,Grizzled Soldier
263523,Alces
263505,Aill
263502,Buchou
263482,Demon Hunter
263465,The Red Baron Flying Ace
263465,The Quick Eater Baby
263449,Takeko Superdeluxe
263448,JPP
263433,Rejectiondra
263429,Kakedashi Idol
263297,Pandaba Ijuuin
263268,The Blue Planet
263267,Mr. Dictionary Turtle
263264,Gorippatchi
263264,Gorippa-sensei
263257,Meidotchi
263255,Makdotchi
263255,McDotchi
263255,Makudotchi
263231,Piposupetchi
263231,Pipospatchi
263230,Akasupetchi
263230,Akaspacetchi
263229,Supeishītchi
263229,Spaceytchi
263227,Yangumimitchi
263205,Niko
263134,Sato-kun
263130,Head Nurse
263129,Vengeful Nurse
263082,Brawling Lucifer
263082,Nagu-chan
263082,Nagu-Lucifer
263082,Lucy
263033,Duke Marquis
263031,11th Demon Lord
263020,Kaul-Quappe
262996,Apostle of Assereto
262991,Dino
262990,Arche-Rillu
262981,Iron Fist Munju
262964,Blood Stream
262964,Western White Star
262954,Wieze the Variation
262953,Zeljirga the Abyss Web
262952,Frey the Waking
262951,Hyakrai the Tower
262950,Lena the Obscured
262949,Zizma the Miasma
262949,Zizma the Miasma
262948,Hardy the Bullet Flashpoint
262947,Kayon the Thundering
262946,Mizial the Iron-Piercing Plumeshade
262945,Grasse the Foundation Map
262944,Enu the Distant Mirror
262943,Shirok the Sextant
262940,Tia
262939,Eastern Blue Star
262936,Lone Wolf
262933,Rui
262925,Chise
262912,Hashizotchi
262911,Taiyoutchi
262910,Mametaiyoutchi
262909,Zukitchi
262907,Masukutchi
262904,Mr. Lucky Poop
262893,GR-4
262888,Pukuten
262886,Kuriten
262858,Finger Nibbler Ygrec
262845,Libido Monster
262789,Moon CHild
262789,MC
262789,Jetan G
262787,Dai
262783,Springfoot Jack
262782,Raven Tsai
262782,Tzyk the Brute
262778,the Cybertech
262742,King Hecaton
262735,Iron Eye
262724,GR-10
262722,GR-2
262710,Loud
262707,Winner
262703,Chief
262679,Caligula
262672,Tommy
262669,Ed
262663,Netman
262660,Hugo's Brother
262654,Kyuuba
262649,Pori-chan
262629,Hades Dragon
262624,Mayucchi
262618,Mega-Mega
262614,Unisuke
262607,Smoliv
262606,Lechonk
262604,Eiscue
262603,Bunnelby
262602,Trubbish
262592,Mime Jr.
262591,Ludicolo
262584,Smeargle
262583,Sunflora
262582,Sunkern
262556,Momotarou
262554,Break-up King
262548,Great Witch Marba
262547,Margarette
262529,Shirobebitchi
262518,Fry
262515,Female Elf
262515,Handmaiden
262494,Yuka
262489,Ozma
262483,Reimu
262450,Xiaoling
262442,Broadsword Satou
262425,Tomo
262415,Aarin
262414,Shiorin
262318,Hebitsukaiza
262313,Bro
262294,Great Holy Demon Spirit
262292,Master of Potions
262233,Momo
262188,Baldy
262173,Dan Zhu
262168,Unmother
262157,Master of the Lake
262156,Mask of Flesh
262146,Wind Fin
262145,Aflame Muscle
262132,Ransetsu
262130,Raiko Majik
262111,The Major
262100,The Snow Maiden
262073,Landlady
262071,Gozen
262067,Adrift in Phantasms
262063,The Divine Abyss of Hope
262062,The Blazing Radiance
262061,The Elegant Wind Blossom
262060,The Iron Blooded Saint
262060,Sharistina Rebel Gratia
262059,The Vessel of Corruption
262058,Nia
262047,Iron Legs Ryouko
262044,Guru
262039,Ina Hagakure
262027,K-cup-chan
262025,F-501
262025,Jack
262025,Nichol
262024,Aureate Witch
262024,Moneygold
262023,King Majik
262022,Analytic Witch
262006,Commodore Aranea
262006,Commodore Aranea
262002,Principal
262001,Ratsumu
261984,Mei's Father
261977,Luca
261976,Kumi
261953,Xquic
261950,Dr. Semushi
261946,Lion's Mane
261943,Lina
261936,The Great Sage
261916,Sphinx
261876,Fallen Child
261876,Albion
261876,Dragon Boy
261875,Dragma Saint
261875,White Saint
261848,Miri
261816,Tsuruko
261814,Magic Mirror
261777,Doctor
261770,Apostle Thaddeus
261769,Cure Kyun Kyun
261768,Cure Wink
261767,Cure Idol
261746,David
261745,Cheol-han
261743,Karen
261742,Etha
261735,Ta-kun
261730,Ayumi Matsushita
261717,Kushiko
261697,Mama Yuki
261695,Princess
261693,O-cup-chan
261677,The Key
261677,Rookie
261667,Shin
261659,Black Tiger
261653,Hibagon
261648,The Spirit Dragon
261642,The Clinging Dragon
261629,Princess Olivia
261626,Commander
261626,Masa-chan
261624,Kanieda Megumi
261623,Anna
261611,Big-Breasted Babe
261573,№ 3
261573,Number 3
261568,Oyadama
261560,Sabimaru
261555,Reinhart
261541,Rose Marinade
261540,Sir Dumpling
261538,Cinnamonkey
261537,Cole Slawter
261536,King Gorgeous Gorge
261534,Omelet
261533,Barrier Commander
261532,Cross Pink
261531,Cross Green
261529,Cross Yellow
261528,Coco
261527,Cross Blue
261526,Cross Red
261525,Fried Ricer
261524,Ash
261514,Shirogane no Ratina
261476,Hell Painter
261455,Ying-er
261455,The Witch
261431,Headmaster
261430,Karma
261426,Feather Hunter
261425,White Demon
261409,Beard Man
261388,Vlad
261386,Professor Gabriel
261385,Kizuna Pink
261384,Kizuna Green
261383,Kizuna Yellow
261382,Kizuna Blue
261365,Phantom Thief Mistcat
261352,Rick
261350,Shemihaza
261325,AK-A-3
261293,Kayal Holling
261293,Khayal
261280,Cervantis
261276,Nebula
261276,Nameless Beetle God
261276,Blue Insect God
261276,Night Sky
261243,Immortal Pollux
261237,The Alchemist Doctor
261235,Fugue
261229,Bloodthirsty King of Fear
261181,Witch Girl
261167,Kuroneko
261165,Butsubutsu Koukanki
261152,Klemin
261114,Reika the Killer Bee
261113,Joker the Million Volts
261112,Zoro the Iron Soldier
261111,Kei the Canon Breaker
261110,Zaji the Thunder
261106,Doctor
261077,Lady Hebina Charlene Joare the 88th
260998,Camellius
260967,Ouji
260961,Mother Superior
260960,Mr. Black
260950,Lady Verney
260933,Tang Gun-ak
260933,Poison King
260878,Sugu
260878,Kieran
260878,Kiki
260870,BP-500X
260869,Yvona Azentine
260862,Yuurei
260844,The Scholar With Three Brains
260816,Morningstar
260811,Hidden Blade
260811,Two of Cups
260779,Death Eater
260774,Saki
260774,The Fox Spirit
260772,Celia Bello
260772,Seven of Cups
260761,Yuki Otoko
260760,Yuki Otoko
260754,Sun Wukong
260721,Zou-Gakari
260709,Treat
260708,Bomber
260679,Urey
260678,Sara
260634,Uriel
260633,Cherry
260630,Demon Lord
260625,Ana
260600,Yumes
260592,Shrimpfield
260575,Chloe
260562,Ms. Pigeon
260556,Giant
260555,Leon Dirk
260555,Giant
260554,Jovan Lensenblink
260554,Cool Scorer
260553,Gert Kaiser
260553,Cheerful Goal Getter
260552,Bryan Cruyfford
260552,Brian Kluivoort
260552,Control Tower of Total Football
260547,Kitonbo
260546,Akamaro
260545,Aomatsu
260536,Non
260514,Dokuro Danshaku
260508,Kemuri Robot
260503,Corne
260467,Flying Bull Demon
260463,Zombie Face
260462,Long Yating
260458,Invisible Demon God
260457,Star Demon God
260456,Rock Demon God
260455,Allure and Lust Demon God
260453,Chaos Demon God
260450,Cyan Horse Rider
260448,Angel Demon
260447,Monster Plant Demon God
260446,Fat Bastard
260442,Ground Thunder Demon God
260437,Dark Fire Demon God
260434,Yuriko
260434,Robyn
260433,Black Crow Demon God
260432,Flame Lion Demon
260429,Moon Demon God
260427,Wolf Demon
260426,Chad
260419,Shoujiki Tarou
260400,MACHU
260326,Oshizu
260310,The Witch
260304,Raihou of the Gyuuki Clan
260263,Sunetarou's Mother
260253,Prinny-esque Girl
260230,Acchan
260229,Leo Saint
260208,Mage
260189,George
260189,William
260188,Mr. Pie
260188,Johnny Pie
260171,R3D3
260166,Miss Marguerite
260147,Total 0
260143,Pastel Mary
260143,May-May
260143,Sheep
260095,The Lady of the Sword
260089,Saku-chan
260056,Veritas Ratio
260044,Crimson Lightning
260044,Red Blitz
260037,Otto
260036,Kyle
260035,Ragun
260034,Qingdai
260033,Gran
260016,Otetsudai
259937,Iria Funada
259937,Nephy
259902,Grampa
259902,Grampy
259902,Geezer
259902,Old Mage
259900,Barbarossa
259900,Red Beard Kureys
259878,Watermelon Man
259827,Shikei-gakari
259720,Aki
259719,Kanade
259702,Sumitani
259679,Kaorin
259673,Killing Machine
259630,Trevor
259464,Sou
259463,Fumi
259460,Kuro
259454,Drow Silvermoon
259451,Bell
259442,Killkill-kun
259432,Diana
259431,ギバチ
259422,Hua
259404,Hijiki
259392,Grand King of Destruction
259391,Iceflame Thunder
259390,White Elder
259350,Ishiyama
259322,Hemmbritz Draut
259322,Roaring Blade
259314,Rin
259313,Black Hen
259251,Nobu
259246,Silver Snow Witch
259191,Bunny D
259190,Chikedon
259188,LR2001
259187,Haryu Claude
259184,Michiya
259181,Sakuya
259171,Kublock
259170,Fitzwilliam
259164,Ceruledge
259162,Armarouge
259161,Charcadet
259151,Totorot
259150,Caster
259150,Tsurume-no-Kimi
259148,Mephis Pheles
259147,Tetty Goodgripp
259119,Grand Ma
259118,Grand Pa
259098,Inspector
259097,Great Detective
259065,Sieg Schneider
259062,Demon Claw
259048,White Wolf of Solomon
259048,Gray Wolf
259036,Tamao
259031,Tenki no Kami
258999,Melinda
258979,Konstantinos Doukas
258972,Merry
258957,Red Snake
258956,Major General Grashenka
258942,Ioannes Axouchos
258941,Piroska
258940,Ioannes Komnenos
258939,Eirene Doukaina
258938,Alexios Komnenos
258937,Anna Komnene
258927,Nikephoros Bryennios
258915,Ancient Adventurer
258909,Ro-chan
258909,Wolf-girl
258908,Tiger-girl
258896,The Pilgrim
258868,Karla
258844,Mai
258839,Kain
258839,Kane
258839,The Commander
258839,Noah
258820,Minotauros
258819,Renata Novak
258819,Woman Esper
258814,Mell
258814,Meru
258783,Lyrica Astadir
258782,Infernape
258781,Oshou
258775,Nabbit
258769,Ruler
258769,Lady Justice
258758,Shroud
258755,Venus
258747,Lan de Latia
258730,Byouki no Kami
258726,Dr. Gaea
258699,Sannou
258697,Teacher Julia
258694,Marilyn
258692,CA threesome
258691,CA threesome
258690,CA threesome
258683,Banana Richie
258682,Bana-senpai
258653,Danchou
258643,Hisame Majik
258617,Successor of the Lightning Lord
258617,Perkunas
258616,Claus Van Vogt
258616,Van Bogoot
258616,Ban Bogart
258616,Van Bogart
258616,Alucard van Vogt
258616,Count King
258613,Dr. Gottfried Ross
258612,Kiely
258612,Killy
258610,Commander Farej
258609,Nebby
258591,Pokey
258581,Hibari
258558,Ame
258557,Riceball
258555,Daisy Essel
258548,Hagemaru
258542,Lee Taemin
258541,Dutch
258541,Gold Leader
258540,Dave
258540,Old Man
258540,Red Leader
258531,Nico
258530,Yuma Uehara
258530,Iron
258521,Shurippe
258507,Yoshiko's Father
258454,Commando Z
258446,Lil' Ronnie
258446,Ranru
258443,Cima
258443,Sally's Mother
258442,Sally's Father
258442,Maou
258431,Oto
258430,Lily
258398,Sanjin
258398,Yama-no-Kami
258392,Shifun-Senko
258326,Jean-Paul
258294,Kobold
258282,Kuro
258282,Tarou
258272,Bake-Chouchin
258253,Professor Findol
258253,Dr. Kozumi
258252,Cynthia Findol
258252,Shizue Kozumi
258252,Iruka
258250,Youkai Referee
258228,X-ray
258227,Machine Gun
258226,Kakashi
258226,Scare
258225,Scar Nose
258224,Tsutomu
258222,Berg
258210,Monmon
258208,The Bad Boy of Puerto Rico
258207,Ramza Lugria
258207,Ramza Lugria
258193,Melza
258184,Hugh
258171,Kaze-no-Matasaburou
258164,Employee A
258161,Kaze-no-Kami
258160,Yakanduru
258159,Mole
258159,Mole
258158,Mountain
258155,Ghost
258153,Sparrow
258152,Fake Snail
258152,Fake Snail
258107,The Goddess of Swords
258105,Dust
258105,Dust
258103,Hou-chan
258102,Weed
258101,Tail of Fried Shrimp
258098,Pork Cutlet
258098,Pork Cutlet
258096,Polar Bear
258096,Polar Bear
258095,ねこ
258080,Houjou Reiko
258068,Yamaha no Aniki
258060,Garhan The Terrible
258058,Kumichou
258055,Chaika
257987,Takeshi
257987,Isamu
257974,Datsue-ba
257926,Creative Artificial Intelligence Networking Entity
257921,Erif
257906,Kurage-Bi
257898,Capsakid
257882,McCoy
257870,Imitsubushi
257869,Yoru ni Kihei
257838,Ricchan
257832,PXG'S Heart
257832,Imp
257802,Jenny
257800,Ana
257799,Gino
257794,Fuwacchi
257788,Rai
257758,Doctor
257748,The Dancer
257730,Béimnech Balor
257703,Renren
257697,Hillianne
257685,Motor Joe
257676,XDDCC
257646,Fis
257645,Witch of Blessing
257641,Doberman
257616,Maa-chan
257615,TamuTamu
257615,Murata
257615,Muratamaru
257609,Queen of the Dream Nebula
257608,Moon
257596,Gard
257581,Leo
257574,Mister
257573,Miss
257572,Maschiff
257522,Fumi-chan
257511,Ran
257506,Chief Nogi
257502,The Goddess Killer
257502,Thunder Falcon
257495,Johan
257469,Cocoa
257440,The One Who Lost Their Name
257435,Kazu
257434,Rin
257433,Sister Quelle
257433,Iron Horseman
257433,Red Rossweisse
257431,Copper Georg
257430,Rasen
257388,Art
257388,King Grey
257385,Minus the Witch
257374,Orle
257371,Green Lantern
257338,Incarnation of Talent
257338,Monster of Calamitous Talent
257332,The Savior
257327,Dark King
257323,Mad Screamer
257321,Chris
257320,Doug
257297,Carmine
257296,Perrin
257265,Typhlosion
257254,Green Lantern
257253,Barry
257253,The Flash
257200,Ducklett
257191,Saber
257190,Ruler
257189,Ruler
257186,Salad Wizard
257185,Fire Mage
257184,Gargoyle Wizard
257182,Crystal Wizard
257181,Necrokinetic Wizard
257180,Chaos Wizard
257174,Krafnir the Hatch of Truth
257173,Zigita Zogi the Thousandth
257172,Ozonezma the Capricious
257171,Tu the Magic
257148,Shia
257147,Alec
257141,Berserk Dragon
257141,Queen of The Dragon Folk
257141,Lintwurm
257140,Archbishop
257140,Ecles
257135,Monster
257132,Annihilape
257112,Yorgandr the Silent Blade
257111,Yaozelius the Phantom
257110,Neashutatrum the External Murder
257109,Baltfeld the Executioner
257108,Minasteria the Skybreaker
257107,Lanainferina the Swift Gale
257096,Harumi☆Poseidon
257087,Mio
257080,Runrune
257059,Master of the Kotodama
257059,Judge of the Blood-red Rose
257052,Kana
257052,Khana
257051,Fake Hero
257049,Yukari
257038,Kuzu
257025,Evangelion Unit-01
256985,Bibi
256941,Butao
256941,Piggy
256886,Iemochi Tokugawa
256884,Saber
256884,Orlando
256883,Saber
256883,Charlie
256883,Chuck
256883,Charles
256883,Charles the Great
256883,Karl der Große
256883,Father of Europe
256883,Seton
256867,Beryl
256840,Kazuki the Black Tone
256840,Kazuki Mizumura
256839,Romzo of the Star Map
256838,Uhak the Silent
256837,Yukiharu Shijima
256834,Crocalor
256832,Drifloon
256815,Maki
256800,Two Laws Usurper
256799,Chubs
256795,Gearhead
256774,Lucas Hagen
256773,Matsuri Mikagami
256762,Genius Inventor
256727,Ana
256725,Tyrant of Destruction
256725,First Demon King
256685,Kei
256664,Sen-no-Rikyuu
256663,Assassin
256663,The Last Pharoah
256636,Vader-san
256626,イヤンエーノウ・チノデ
256617,Neft the Nirvana
256616,Lucnoca the Winter
256615,Rosclay the Absolute
256614,Psianop the Inexhaustible Stagnation
256589,Clodsire
256559,Dong Suhon
256515,Tsubaki Hirota
256506,El
256481,Momo
256461,Scholar Sword
256456,Blighted Petal
256443,Crimson Death
256436,Destroyer Demonic Lord
256432,Tornado Swordsman
256431,Heavenly Swordsman
256427,Gumil Northern Sword
256421,One-Eyed Blood Bandit
256420,Black-Mask Vagrant
256419,Commander Chief
256418,The Fourth Brother
256417,The Third Brother
256416,The Second Brother
256413,The Flower Telepath
256410,Moon-Splitting Swordsman
256408,The Sword Emperor
256404,Mariel Blanc Miscronia
256398,Primeape
256388,Kevin Parker
256359,Kaneyan
256347,The Black Knight
256332,Magistus Dragon
256332,Absolute Fire Dragon God
256331,Magistus Maiden
256331,Sacred Magic Maiden
256326,Pillar of the Future
256325,Seal of Magistus
256325,Magician of Seals
256312,Eugene
256311,Amemiya-san
256274,Ole
256273,Assassin of the Mount Liang Lodgings
256273,Assassin of Mt. Liang
256273,Koen Shaku
256273,Double-Clubs
256273,Heavenly Forc
256265,Bagel the Pig
256264,Latte the Dog
256263,Panini the Sheep
256262,Macaron the Cat
256261,Muffin the Penguin
256260,Wingcle Bear
256257,Demon King
256235,Hiroto the Paradox
256234,Kiyazuna the Axle
256233,Mestelexil the Box of Desperate Knowledge
256232,Toroa the Awful
256232,Seiiki no Yakon
256232,Yakon the Sanctuary
256231,Linaris the Obsidian
256229,Hassu
256213,The Grand Dwarf
256211,Silvi
256192,Zombie Girl
256192,Voodoo Zombie
256165,Witch
256163,Zoroastrianism's Evil God
256137,Tora
256134,Yuuko
256103,Swami Maitrananda
256095,Shokaku
256078,Dragon
256065,Ram
255997,Yodaka
255963,Mr. Inazuma
255937,Catherine
255914,Soiled Girlfriend
255908,Armor Rep
255846,Liu Yuwei
255844,Mo Sha
255844,Wang Yi
255843,Xiao Qiang
255842,Luo Li
255842,Lili
255841,Xingyun Qing
255839,Hun Dian
255839,Yang Cheng
255832,Kotori
255831,Taka
255803,Shako-san
255803,Dover Demon
255787,Nicolav
255784,You Kisaki
255776,Bashsei
255772,Middle Finger Ji
255770,Abyssal Witch
255766,Kamen S
255766,Blader S
255742,Frederica the Mage
255737,Misdreavus
255698,Nana
255685,The Earth Dragon God
255677,Eugene
255660,Cindy
255620,Mitsuaki Nanba
255602,Cuneigh the Wanderer
255599,Mele the Horizon's Roar
255565,Batty
255492,Eleven Nine
255483,Sophie
255478,The Champignon Witch
255457,Pipsqueak
255438,Muratang
255432,Ango
255412,Equix
255411,Bovix
255396,Young Lord
255395,Mio
255394,Ryouko
255372,Saito Tatsuo
255341,Jennifer
255322,Rhaenys
255317,Harukappa
255294,Yellow
255271,Blue
255254,Village Chief
255240,Cooking Girl
255239,Handicraft Girl
255238,Library Commission
255237,Shield Girl
255199,The Kraken
255199,Ruler of the Seas
255112,Ojiichan
255109,Lord Rabbit
255089,Korone
255058,Lord of Darkness
255050,The Lord
255050,The Ivory Hero
255044,Edith Rigelhof
255037,Parfait Queen
255034,Morgan
255033,Dana
255032,Evelyn
255031,Nita
254976,Archangel
254960,Toxtricity
254959,Rillaboom
254954,Captain Qwark
254954,Copernicus Leslie Qwark
254952,Turner
254950,Sara Lee
254948,Rodman
254944,Pokémon Hunter
254943,Gosan
254941,Nico
254939,Myron
254936,Mirror Jessie
254935,Esuku-Sensei
254934,Mirror James
254931,Mirror Clemont
254930,Mirror Bonnie
254922,Mirror Ash
254914,Emutem
254906,McGinty
254904,Magnus
254902,Mabel
254901,Lyn
254896,Neko
254891,Lon
254890,Linnea
254888,Kye
254887,Keaton
254886,Kazalie
254885,Kayleigh
254884,Kali
254883,Jules
254882,Jolt
254880,Jay
254879,Instructor
254878,Ian
254877,Heath
254873,Eclairisse
254871,Dolan
254870,Santo
254869,Delilah
254867,Clarice
254864,Blossom
254859,Blake & Heath's Mother
254858,Blake & Heath's Father
254857,Berrybaker Sister
254856,Berrybaker Brother
254855,Beatrice
254854,Alouette
254853,A.C.
254852,Snowy Owl
254848,Delinquent B
254847,Delinquent F
254846,Delinquent E
254845,Jock E
254845,Judo Jock
254844,Jock C
254844,Running Jock
254843,Jock B
254843,Soccer Jock
254842,Nerd D
254840,Nerd C
254839,Tinkatink
254838,Pawmi
254837,Cramorant
254836,Makuhita
254835,Bonsly
254834,Machop
254828,Yunie
254821,Ko-chan
254797,Kazuto Hayakawa
254786,Miss Reset
254782,Her Greatness
254780,Yoko
254779,Wilkinson
254778,Chupacabra
254777,Verona
254775,Tyler
254774,Lickilicky's Trainer
254773,Thomas
254772,Theresa
254771,Theodore
254769,Taylor
254762,Steveland
254761,Summer
254760,Spring
254759,Simeon
254758,Sho
254757,Selma
254755,Sebastian
254754,Master; Sayer
254752,Bryan
254751,Ryan
254707,Auntie
254707,Most Powerful witch in Amidahara
254706,Marquess
254705,Roman
254704,Roland
254703,Rhyanna
254701,Ramone
254700,Provo
254699,Proprietor
254688,Count
254681,Old Man
254670,Glalie's Trainer
254670,Poacher
254667,Avenger
254667,Ishtarin
254666,Oralie
254665,Olivier
254664,Mantine's Trainer; Steamboat's Owner; Old Man
254651,Normajean
254650,Noelle
254649,Nicky
254638,Chihaya Youko
254630,Mad Beauty Emperor
254625,White Wolf King
254603,Barusu
254564,Nathaniel
254563,Narissa
254563,Rissa
254562,Ms. Chandler
254545,Devil's Lion
254544,Protector of Peace
254544,Hero of the Night World
254541,Lord Shullifen
